"","word","spaced_word"
"729","후폭풍을","후폭풍을"
"730","있는건지당장","있는 건지 당장"
"731","배드엔딩만","배드엔딩만"
"732","싫다어느순간부터","싫다 어느 순간부터"
"733","느껴진다마치","느껴진다 마치"
"734","것처럼그래서","것처럼 그래서"
"735","앓다가자연스럽게","앓다가 자연스럽게"
"736","뿐이다항상","뿐이다 항상"
"737","테니스치고오른쪽","테니스치고 오른쪽"
"738","어떡해잘때","어떡해 잘 때"
"739","못자겠어다들","못 자겠어 다들"
"740","왜이럴까","왜 이럴까"
"741","집안환경","집안 환경"
"742","때문인거","때문인거"
"743","고딩때는","고딩 때는"
"744","인간관계","인간관계"
"745","새섬오빠","새섬 오빠"
"746","남자들진짜","남자들 진짜"
"747","겉돌아요","겉돌아요"
"748","잘못됐다나는","잘못됐다 나는"
"749","남자친구","남자친구"
"750","속옷사준다는데","속옷 사준다는 데"
"751","추천해줘부끄럽지만","추천해줘 부끄럽지만"
"752","주구장창","주구장창"
"753","입다보니까","입다 보니까"
"754","해졌더라고그거","해졌더라고 그거"
"755","크흡속옷","크 흡속옷"
"756","엎으려고해서","엎으려고 해서"
"757","프리하게","프리하게"
"758","추천부탁해사이즈","추천 부탁해 사이즈"
"759","많음취향","많음 취향"
"760","블랙화이트네이비","블랙 화이트 네이비"
"761","중요예쁘기만하면","중요 예쁘기만 하면"
"762","똥꼬팬티도","똥꼬 팬티도"
"763","가능원래","가능원래"
"764","원더브라","원더브라"
"765","꽉조이는","꽉 조이는"
"766","못입겠어가격대","못 입겠어 가격대"
"767","510만원","510만원"
"768","2세트정도","2세트 정도"
"769","생각중원하는","생각중 원하는"
"770","천쪼가리는","천쪼가리는"
"771","절벽될까봐","절벽될까봐"
"772","안되고가슴","안 되고 가슴"
"773","상황바꾸고싶다","상황 바꾸고 싶다"
"774","행복해서","행복해서"
"775","안쓰럽지만","안쓰럽지만"
"776","사람만나는일도","사람 만나는 일도"
"777","좋은일만","좋은 일만"
"778","아니잖아요근데","아니잖아요 근데"
"779","생리대자판기","생리대 자판기"
"780","욉거인데","욉거인데"
"781","아들죽으면","아들 죽으면"
"782","것이나중에","것이 나중에"
"783","밥벌이하는데","밥벌이하는 데"
"784","같기도하","같기도 하"
"785","긱사에서","긱사에서"
"786","신앙관련","신앙 관련"
"787","수업듣거나","수업듣거나"
"788","반기독교적","반기독교적"
"789","부분들이","부분들이"
"790","못받을까봐","못 받을까봐"
"791","초기증상","초기 증상"
"792","조언좀요흐","조언 좀요흐"
"793","어디서사","어디서사"
"794","못받쳐주니까","못 받쳐주니까"
"795","쳐진상태에서","쳐진 상태에서"
"796","불편한거같길래","불편한 거 같길래"
"797","있는걸루","있는 걸루"
"798","괜찮은곳","괜찮은 곳"
"799","추천해줄사","추천해 줄사"
"800","기쁜일이","기쁜 일이"
"801","아니었네배달","아니었네 배달"
"802","오토바이","오토바이"
"803","같다새벽","같다 새벽"
"804","오토바이","오토바이"
"805","하는데헤드폰","하는데 헤드폰"
"806","스트레스","스트레스"
"807","생겼는데탈모","생겼는데 탈모"
"808","스트레스","스트레스"
"809","받네뫼비우스","받네 뫼비우스"
"810","모기끊임없이","모기 끊임없이"
"811","해야돼모기","해야 돼 모기"
"812","물어버리","물어버리"
"813","안가져가엄마가","안 가져가 엄마가"
"814","싫어해그래서","싫어해 그래서"
"815","안가져가고","안 가져가고"
"816","풀어해쳐서","풀어해쳐서"
"817","짜증내엄마옷이","짜증내 엄마옷이"
"818","힘든데제발","힘든데 제발"
"819","넣어달라고","넣어달라고"
"820","안들어엄마도","안 들어 엄마도"
"821","안들어서","안 들어서"
"822","화나막내가","화나 막내가"
"823","어지르면","어지르면"
"824","안챙겨가곱게도","안 챙겨가 곱게도"
"825","안듣는데","안 듣는 데"
"826","두통오고","두통 오고"
"827","새벽감성사랑","새벽 감성 사랑"
"828","2인실인데","2인실인데"
"829","힘들다너무","힘들다 너무"
"830","크닐남인생노잼시기라서","크닐 남인 생노잼 시기라서"
"831","살다가담배에","살다가 담배에"
"832","안펴야지","안 펴야지"
"833","엣헴엣헴","엣헴 엣헴"
"834","인간관계","인간관계"
"835","장단점장점1비교적","장단점 장점 1비교적"
"836","지향해서","지향해서"
"837","말하려는편3팀이나","말하려는 편 3팀이나"
"838","새새처럼","새 새처럼"
"839","사람관계","사람 관계"
"840","짜여져서","짜여져서"
"841","덜하다4술자리를","덜하다 4술자리를"
"842","없다5군기가","없다 5군기가"
"843","덜하다6학교가","덜하다 6학교가"
"844","단합심프라이드가","단합심프라이드가"
"845","쎄다단점1우물안","쎄다단점 1우물안"
"846","사고방식","사고방식"
"847","짙다2많이","짙다 2많이"
"848","다녀야한다3저절로","다녀야 한다 3 저절로"
"849","사람관계","사람 관계"
"850","짜여지는","짜여지는"
"851","덕에안맞는","덕에 안 맞는"
"852","친해져야한다종종","친해져야 한다 종종"
"853","된거마냥","된 거마냥"
"854","할때도있다4술자리를","할 때도 있다 4술자리를"
"855","안가져보고","안 가져보고"
"856","졸업하는경우가","졸업하는 경우가"
"857","있다5군기가","있다 5군기가"
"858","풀려있다선배개념이","풀려 있다 선배 개념이"
"859","학우개념","학우 개념"
"860","같다6학교","같다6학교"
"861","비슷하여소수","비슷하여 소수"
"862","사람들을무시하거나","사람들을 무시하거나"
"863","부적응자","부적응자"
"864","있다7비밀이","있다7 비밀이"
"865","교회사람들","교회 사람들"
"866","아빠엄마","아빠 엄마"
"867","너무나도힘들다왜냐하면","너무나도 힘들다 왜냐하면"
"868","때문이다나와","때문이 다 나와"
"869","아빠엄마","아빠 엄마"
"870","것이다나는","것이 다 나는"
"871","싫었다힘들어하고","싫었다 힘들어하고"
"872","싫었다그래서","싫었다 그래서"
"873","싫어했다어제도","싫어했다 어제도"
"874","계신다옆에서","계신 다 옆에서"
"875","같다온라인","같다 온라인"
"876","생겼어요고민이","생겼어요 고민이"
"877","죄송합니다오늘","죄송합니다 오늘"
"878","계셧다가","계 셧다가"
"879","수업잇나요","수업 잇나요"
"880","물어보셧을때","물어보셧을 때"
"881","보앗지만","보앗지만"
"882","없엇습니다","없엇습니다"
"883","보앗을땐","보앗을 땐"
"884","죄송합니","죄송합니"
"885","부류여기사람들이","부류 여기 사람들이"
"886","초등학교임그리고","초등학교 임그리고"
"887","바라는건지그리고","바라는 건지 그리고"
"888","대학시절","대학 시절"
"889","받는다면본인","받는다면 본인"
"890","바람대학시절","바람대학 시절"
"891","우울증특나","우울증 특나"
"892","잘나보인다나","잘나 보인다나"
"893","있어보인다나","있어 보인다나"
"894","보인다그리고내가","보인다 그리고 내가"
"895","3주찬데번아웃","3주 찬데 번아웃"
"896","싸지말라는거야","싸지 말라는 거야"
"897","서운해서","서운해서"
"898","인간관계","인간관계"
"899","사회나가면","사회나가면"
"900","사람관계","사람 관계"
"901","20학번","20학번"
"902","슬픔안녕","슬픔 안녕"
"903","쓸쓸해요항상","쓸쓸해 요항상"
"904","생기고외로울","생기고 외로울"
"905","하루종일","하루 종일"
"906","지냈는데한동대에서","지냈는데 한동대에서"
"907","생기니주변에","생기니 주변에"
"908","않네요그","않네요 그"
"909","새섬새내기","새 섬 새내기"
"910","새섬새내기","새 섬 새내기"
"911","싸운다거나","싸운다거나"
"912","들었어요근데","들었어요 근데"
"913","넘겼는데제","넘겼는데 제"
"914","힘드네요자세한","힘드네 요자세한"
"915","알아볼까봐","알아볼까봐"
"916","새내기공동체","새내기 공동체"
"917","새섬들만","새 섬들만"
"918","새내기들","새내기들"
"919","해요그래서","해요 그래서"
"920","새내기들","새내기들"
"921","공동체들동아리학회을","공동체들 동아리학회을"
"922","노력했죠문제는","노력했죠 문제는"
"923","발생했어요아무리","발생했어요 아무리"
"924","사람1에서","사람 1에서"
"925","없었어요그","없었어요 그"
"926","새내기들이","새내기들이"
"927","먹자해서미안","먹자해서 미안"
"928","번개하자","번개하자"
"929","해서그럴","해서 그럴"
"930","기분이에요헿","기분이에 요헿"
"931","있도라고요","있도라고요"
"932","양덕가서","양덕가서"
"933","싶고천마지도","싶고 천 마지도"
"934","싶네요제","싶네요제"
"935","감사합니","감사합니"
"936","갤럭시패드","갤럭시 패드"
"937","존버했는데","존버했는데"
"938","비싸냐70100이면","비싸냐 70100이면"
"939","아이패드사","아이패드사"
"940","크리스천","크리스천"
"941","살고싶었다능력있고","살고 싶었다 능력 있고"
"942","살고싶었다근데왜트젠일까슈","살고 싶었다 근데 왜 트젠일까슈"
"943","한동대학교","한동대학교"
"944","하는데왜","하는데 왜"
"945","같을까요이곳에만","같을까요 이곳에만"
"946","막히고이곳이","막히고 이곳이"
"947","끔찍합니다사람이","끔찍합니다 사람이"
"948","힘들고사람이","힘들고 사람이"
"949","무섭습니","무섭습니"
"950","아프나요요즘","아프나요 요즘"
"951","아파요원래","아파 요원래"
"952","그런가요다이어트땜에","그런가요다이어트 땜에"
"953","그런건데참고로","그런 건데 참고로"
"954","이모티콘이","이모티콘이"
"955","너무깜찍해","너무 깜찍해"
"956","안그래도","안 그래도"
"957","임티인데","임티인데"
"958","들어오진","들어오진"
"959","팀임원나","팀 임원나"
"960","괴롭혀조용히","괴롭혀 조용히"
"961","싶어카톡","싶어 카톡"
"962","끌려다녔었던","끌려다녔었던"
"963","인간관계","인간관계"
"964","인간관계","인간관계"
"965","끌려다녔고","끌려다녔고"
"966","만신창이","만신창이"
"967","무지막지","무지막지"
"968","하나님께","하나님께"
"969","들어인간관계는","들어 인간관계는"
"970","같아그래도","같아 그래도"
"971","하나님께","하나님께"
"972","인간관계","인간관계"
"973","집중하자천천","집중하자 천천"
"974","집중하자","집중하자"
"975","주변사람들보","주변 사람들보"
"976","여러명이서","여러 명이서"
"977","그러니까이젠","그러니까 이젠"
"978","과민반응","과민반응"
